,parcode,trial,rt,choice,item_left,item_right
692,8,92,1451,1,0.0,0.0
693,8,93,1971,1,3.0,2.0
694,8,94,1307,-1,3.0,3.0
695,8,95,2366,-1,0.0,3.0
696,8,96,2330,-1,5.0,3.0
697,8,97,2702,-1,0.0,0.0
698,8,98,1837,-1,0.0,5.0
699,8,99,2763,1,5.0,0.0
700,8,100,1789,-1,3.0,5.0
701,8,101,2434,1,3.0,3.0
702,8,102,2746,-1,5.0,2.0
703,8,103,1398,1,3.0,0.0
704,8,104,1415,-1,0.0,5.0
705,8,105,1682,-1,5.0,5.0
706,8,106,1284,1,5.0,0.0
707,8,107,2749,-1,3.0,0.0
708,8,108,1729,1,5.0,0.0
709,8,109,1498,1,5.0,5.0
710,8,110,1516,1,0.0,0.0
